obj_id,type
ZTF18aarikzk,SN Ia
ZTF24aaekbmc,SN Ia
ZTF21aaabzsj,SN Ia
ZTF23aakrngt,SN Ia
ZTF18aaivnak,SN Ia
ZTF22abyokkf,SN II
ZTF20abmoans,SN Ia
ZTF19aarfnto,SN Ia
ZTF20aaqtebg,SN Ia
ZTF20aadyiaa,SN Ia
ZTF22aaebkwd,SN Ib
ZTF20abefbpl,SN Ic
ZTF22aajnffd,SN Ia
ZTF19acspfcb,SN Ia
ZTF18aayivoq,SN Ia
ZTF21aaaotku,SN Ia
ZTF22abxlfpl,SN Ic
ZTF21abkajar,SN IIP
ZTF21aaabvjk,SN Ia
ZTF21aaxyecd,SN Ia
ZTF21aajgdpo,SN II
ZTF21acudpir,SN Ia
ZTF24aasgohq,SN Ia
ZTF19aalveag,SN Ia
ZTF21aaekvbn,SN Ia
ZTF19aauvjws,SN Ia
ZTF20aakyqlh,SN Ia
ZTF18aavryhc,SN Ia
ZTF19aauishy,SN IIP
ZTF20aawbzlo,SN II
ZTF21acqzsml,SN Ia
ZTF21aajgdeu,SN IIP
ZTF23aacmdcv,SN Ia
ZTF24aajvsoi,SN Ia-norm
ZTF20aamqslk,SN Ia
ZTF22aajtaem,SN Ia
ZTF17aabtvsy,SN Ia
ZTF19acjnatv,SN Ia
ZTF21achtsjd,SN IIb
ZTF21acnfoqn,SN IIn
ZTF18aaegvyd,SN IIP
ZTF24aaabbse,SN II
ZTF18aaezzww,SN Ia
ZTF18acvdstg,SN
ZTF24aahoihk,SN Ia
ZTF19acxlcdz,SN Ia
ZTF23aaagncz,SN Ia
ZTF20acfkzcg,SN IIP
ZTF22abtslvh,SN Ia
ZTF23abdspgp,SN Ia
ZTF21abxhspf,SN Ia
ZTF24aafqxyz,SN Ia
ZTF20achpcvt,Tidal Disruption Event
ZTF23aaxvgor,SN Ia
ZTF19aazgdvh,SN Ia
ZTF22aaoskwd,SN Ia
ZTF18aaquvvq,SN IIb
ZTF20abdxoeu,SN IIP
ZTF23aadqctr,SN Ia
ZTF24aauekwz,SN Ia
ZTF20acwfanr,SN Ia
ZTF23aaizjbj,SN Ia
ZTF21aalxpnl,SN Ia
ZTF24aawxqjl,SN Ia
ZTF22aajigho,SN Ia
ZTF23aanxepa,SN Ia
ZTF24aakudig,SN Ia
ZTF18aatiudp,SN Ia
ZTF23aakrkjt,SN Ia
ZTF23aacdmqq,SN Ia
ZTF19aaujiwc,SN Ia
ZTF23aaraamx,SN II
ZTF23aaqmauw,SN IIn
ZTF18acqsztr,SN Ia
ZTF19acnskyy,Galactic Nuclei
ZTF19abacxwt,SN Ia
ZTF20acrcewc,SN Ia
ZTF24aajvmgm,SN Ia
ZTF20aatwisu,SN IIP
ZTF22abytupz,SN Ia
ZTF18aadlaxo,SN Ia
ZTF23aakaqht,SN Ia
ZTF21aajuerd,SN Ia
ZTF24aaidazw,SN Ia
ZTF18acpeemg,SN Ia
ZTF18aaaqexr,SN Ia
ZTF20acwpaov,SN Ia
ZTF21acqwbsn,SN Ia
ZTF18aawpbgm,SN Ia-norm
ZTF19acjnaxa,SN Ia
ZTF18aahpouv,SN I
ZTF20aaynavi,SN Ia
ZTF20aayngca,SN Ia
ZTF21abbzhvg,SN Ia
ZTF21aaloalc,SN Ia
ZTF19aarinmw,SN Ia
ZTF20aaurfwa,SN IIn
ZTF20aaruwbp,SN Ia
ZTF20aarvpbq,SN Ia
ZTF21abbxdcm,SN Ia-91T
ZTF19aavlfvn,SN I
ZTF19aawgfnn,SN Ia
ZTF18aasycak,SN Ia
ZTF24aagterj,SN Ic-SLSN
ZTF19aamhqow,SN Ia
ZTF18abkhcrj,SN Ia
ZTF21ablrhtk,SN Ia
ZTF21abvqrln,SN Ia
ZTF23aavaaox,SN Ia
ZTF18aazijke,SN Ia
ZTF18aahatvc,SN Ia
ZTF18aaovbiy,SN Ia
ZTF21abowpnd,SN Ia
ZTF21aajvvbn,SN Ia
ZTF20aaqzzyt,SN Ia
ZTF21aaabwfu,SN IIb
ZTF18aataafd,SN Ia
ZTF20acwpixx,SN Ia
ZTF19aarfksi,SN Ia
ZTF18abcryxz,SN Ia
ZTF21acngvxd,SN Ia
ZTF20aaowuim,SN Ia
ZTF22abuafhn,SN Ia
ZTF21aawlwoy,SN Ia
ZTF22aacwsjl,SN Ia
ZTF18aaceepu,SN Ia
ZTF18adaylyq,SN Ia
ZTF17aaazdba,Tidal Disruption Event
ZTF21aavxivm,SN Ia
ZTF19abiszzn,SN IIP
ZTF20aafckit,SN IIP
ZTF22abgpfwa,SN Ia
ZTF18ablrljh,SN Ia
ZTF20abxlwht,SN Ia
ZTF18abxbwwf,SN Ia
ZTF21acbvwej,SN Ia
ZTF19abcejsg,SN IIP
ZTF20abyxjvm,SN IIn
ZTF18acynmcp,SN Ia
ZTF20acwetyh,SN Ia
ZTF21abjbrrj,SN Ia
ZTF19aaputrv,SN Ia-02cx
ZTF22aafnqfz,SN Ia
ZTF21abhqhqb,SN II
ZTF18aayiono,SN Ia
ZTF21abifutc,SN Ia
ZTF19aavnxwj,SN Ia
ZTF19abcndvf,SN Ia
ZTF18abiirfq,SN Ia
ZTF21abdpios,SN Ia
ZTF20abcqpdj,SN Ia
ZTF21aarxsfm,SN Ia
ZTF18aahtjsc,SN Ia
ZTF24aahdigc,SN Ia
ZTF18aaemivw,SN Ia
ZTF22aagsmli,SN Ia
ZTF23aabnyfa,SN II
ZTF23abcegak,SN Ia
ZTF20aaifyfx,SN Ia
ZTF18abifioh,SN Ia
ZTF19abgppki,SN Ia
ZTF20abguygh,SN Ia
ZTF18aaqvuhl,SN Ia
ZTF18abeajml,SN IIP
ZTF20abrempf,SN Ia
ZTF19aaziick,SN Ia
ZTF19aalfsqm,SN Ic
ZTF20abeeahl,SN Ia
ZTF20aauwhyi,SN Ia
ZTF19aawwlxc,SN Ia
ZTF18aaxvpsw,SN Ia
ZTF18aaiiigm,SN Ia
ZTF22abanxam,SN Ia
ZTF18abixrei,SN Ia
ZTF22aasmgbb,SN Ia
ZTF18aasxvsg,SN IIP
ZTF20aaurjbj,SN IIP
ZTF18aaqkdwu,SN IIP
ZTF19aaxeetj,SN Ia
ZTF18aayyqia,SN Ia
ZTF24aahjhtv,SN Ia
ZTF20acpbbqf,SN Ia
ZTF19aavnwtf,SN Ia
ZTF18aamvfeb,SN Ia
ZTF23aaiwlzm,SN Ia
ZTF18abetejo,SN Ia
ZTF19aayogzn,SN Ia
ZTF22aaqzqzk,SN Ia
ZTF18abwmuua,SN Ia
ZTF23aaqnhjp,SN Ia
ZTF20aaqtlwo,SN Ic
ZTF20abcjdwu,SN Ic-BL
ZTF18aawgrxz,SN II
ZTF23aaakutq,SN Ia
ZTF19aanxnkd,SN Ia
ZTF18aaqkjuw,SN Ia
ZTF20abzumlr,SLSN-I
ZTF18aazjflo,SN II
ZTF18aaqehoc,SN Ia
ZTF21aagtcgb,SN Ia
ZTF19abjslyw,SN Ia
ZTF18aahwhbk,SN Ia
ZTF19actfxcd,SN IIP
ZTF21acpocmd,SN Ia
ZTF23aaahegu,SN Ia
ZTF19abylxyt,SN Ia
ZTF23aavxvsz,SN Ia
ZTF23aaaypgq,SN Ia
ZTF22aadpffd,SN Ia
ZTF23aagqyym,SN II
ZTF18aadsuxd,SN II
ZTF18acbzpxx,SN Ia
ZTF20aaupkac,SN Ia
ZTF21acefbte,SN Ia
ZTF17aadlxmv,SN Ia
ZTF20aawjbsf,SN IIP
ZTF23aaelgnd,SN Ia
ZTF24aaabybk,SN Ic
ZTF24aasmghi,SN Ia
ZTF21abxzzys,SN Ia
ZTF20aafclqz,SN IIP
ZTF18abobkii,SN Ia
ZTF19abzmpvb,SN Ia
ZTF18aatezaj,SN Ia
ZTF19aapqqrb,SN Ia
ZTF18abgqkpc,SN Ia
ZTF21aazybsh,SN II
ZTF22abarhid,SN Ia
ZTF23abhyxpr,SN Ib
ZTF22abxmdxh,SN Ia
ZTF23abqbjjb,SN II
ZTF24aazqavh,SN Ic-BL
ZTF19acfuzwh,SN Ib/c
ZTF18aaunfqq,SN Ia
ZTF24aamilir,SN Ia
ZTF22abgvnle,SN Ia-02cx
ZTF18ablqlzp,SN Ia
ZTF18aatwqed,SN Ia
ZTF18aatgdph,SN Ia
ZTF18aaizerg,SN Ia
ZTF22abfvxlz,SN Ia
ZTF20ablqbvc,SN Ia
ZTF19aamtwwv,SN Ia
ZTF18aavrmlf,SN Ia
ZTF24aakfgvg,SN Ia
ZTF20acgkbkm,SN IIb
ZTF19adcetym,SN Ia
ZTF21acidhhs,SN Ia
ZTF22aahwcya,SN Ia
ZTF23aaczpmh,SN Ia
ZTF22abnmpwx,SN Ia
ZTF21aavhnpk,SN II
ZTF22abfuoce,SN Ia
ZTF18aabdajx,Tidal Disruption Event
ZTF22aaopawk,SN Ia
ZTF21aantxma,SN Ia
ZTF20acphdbu,SN Ia
ZTF22abyszwg,SN Ia
ZTF20acvkqxy,SN Ia
ZTF22aabqtrq,SN Ia
ZTF18aafzers,SN Ia-pec
ZTF21aamkxbl,SN Ia
ZTF20aacedmi,SN Ia
ZTF22aaafnry,SN Ia
ZTF19aanbojt,SN Ia
ZTF20aahdwze,SN Ia
ZTF24aaeczdw,SN Ib
ZTF20aalejtl,SN Ia
ZTF23aadmwpn,SN Ia
ZTF17aacldgo,SN Ia
ZTF18aabssth,SN IIP
ZTF18aabtxvd,Tidal Disruption Event
ZTF18aabxlsv,SN Ib
ZTF18aadxnul,SN Ia-norm
ZTF18aaexyql,SN Ib
ZTF18aafdigb,SN Ia
ZTF18aafpfwr,SN Ia
ZTF18aagpzjk,SN IIP
ZTF18aagrdcs,SN Ib
ZTF18aagrtxs,SN Ia
ZTF18aagstdc,SN Ia
ZTF18aahesrp,SN Ia
ZTF18aahfzea,SN Ia
ZTF18aahhqih,SN IIP
ZTF18aahhzqn,SN Ib
ZTF18aahmhxu,SN II
ZTF18aahpbwz,SN Ib
ZTF18aahptcq,SN Ia
ZTF18aahqmsr,SN Ia
ZTF18aailmnv,SN Ia
ZTF18aaisyyp,SLSN-I
ZTF18aaiwzie,SN Ia
ZTF18aajivpr,SN Ia
ZTF18aakecej,SN Ia
ZTF18aakiwbs,SN Ia
ZTF18aamftst,SN IIn
ZTF18aanjzkp,SN Ib
ZTF18aankxqv,SN Ia
ZTF18aanygjk,SN Ia
ZTF18aaoxrup,SN Ia
ZTF18aapgrxo,SLSN-I
ZTF18aapifti,SN IIP
ZTF18aaqcugm,SN Ia
ZTF18aaqfqaa,SN IIP
ZTF18aaqjovh,SN Ic-BL
ZTF18aaqkcso,SN Ia
ZTF18aaqldvl,SN Ia
ZTF18aaqskoy,SN Ia
ZTF18aarasof,SN IIn
ZTF18aarbaba,SN Ia
ZTF18aarnbhk,SN Ia
ZTF18aaroihe,SN Ia
ZTF18aartjmf,SN Ia
ZTF18aartjod,SN II
ZTF18aarunub,SN Ia
ZTF18aarwxum,SN Ia
ZTF18aarxzmv,SN Ia
ZTF18aaslhxt,SN Ia
ZTF18aasycpd,SN IIb
ZTF18aaszvfn,SN II
ZTF18aatiffa,SN Ia
ZTF18aatjlhe,SN IIP
ZTF18aatlfus,SN IIP
ZTF18aatmlsy,SN Ia
ZTF18aatrtkc,SN Ia
ZTF18aatyqds,SN IIP
ZTF18aauenwu,SN IIn
ZTF18aauizcr,SN Ia
ZTF18aaumeys,SN Ia
ZTF18aauvmnq,SN Ia
ZTF18aauworo,SN Ia
ZTF18aauxltf,SN Ia
ZTF18aauxzle,SN IIP
ZTF18aavjnfx,SN Ia
ZTF18aavnvmp,SN Ia
ZTF18aavrwhu,SN Ia
ZTF18aavrzxp,SN Ia
ZTF18aavskep,SN IIn
ZTF18aavuzhe,SN Ia
ZTF18aavvnzu,SN Ia
ZTF18aawczad,SN Ia
ZTF18aawdpnm,SN Ia
ZTF18aawitoj,SN Ia-norm
ZTF18aawitry,SN Ia
ZTF18aawjywv,SN Ia
ZTF18aawlfnj,SN Ia
ZTF18aawmeiw,SN Ia
ZTF18aawpcel,SN Ia
ZTF18aawseij,SN Ia
ZTF18aawurud,SN Ia
ZTF18aawxlxf,SN Ia
ZTF18aawyjjq,SN IIP
ZTF18aawzens,SN Ia
ZTF18aaxavsk,SN Ia
ZTF18aaxcntm,SN Ia
ZTF18aaxcxih,SN Ia
ZTF18aaxdrjn,SN Ia
ZTF18aaxhcam,SN Ia-norm
ZTF18aaxiuyp,SN Ic
ZTF18aaxkfos,SN Ia
ZTF18aaxkjmm,SN Ia
ZTF18aaxkqgy,SN IIP
ZTF18aaxmhvk,SN Ic
ZTF18aaxmixe,SN Ia
ZTF18aaxnkos,SN Ia
ZTF18aaxtcdm,SN Ia
ZTF18aaxwjmp,SN Ia
ZTF18aaxxewy,SN Ia
ZTF18aaxxfah,SN Ia
ZTF18aaxxfgs,SN IIn
ZTF18aaygwqd,SN Ib
ZTF18aayiahw,SN Ia
ZTF18aayivxm,SN Ia
ZTF18aayjvve,SN Ia
ZTF18aaykmzg,SN Ia
ZTF18aaylbjm,SN Ia
ZTF18aaylcvo,SN Ia
ZTF18aaytovs,SN Ia
ZTF18aayxupv,SN Ia
ZTF18aayyxxp,SN IIP
ZTF18aazxthg,SN Ia
ZTF18abaelhi,SN IIP
ZTF18abakjgq,SN Ia
ZTF18abbodly,SN Ia
ZTF18abbpeqo,SN Ia
ZTF18abbpxik,SN IIP
ZTF18abbqjds,SN Ia
ZTF18abbvsiv,SN Ia
ZTF18abceakp,SN IIP
ZTF18abcecfi,SN Ia
ZTF18abcezmh,SN IIP
ZTF18abcfcoo,SN
ZTF18abcfdzu,SN IIn
ZTF18abcflnz,SN Ia
ZTF18abcicrq,SN Ia
ZTF18abckujg,SN Ia
ZTF18abclfee,SN Ia-02cx
ZTF18abcpmwh,SN IIP
ZTF18abcpolh,SN Ia
ZTF18abcptmt,SN IIP
ZTF18abcrtnq,SN Ia
ZTF18abcrxoj,SN Ia
ZTF18abcrzfz,SN Ia
ZTF18abcsgvj,SN Ia
ZTF18abcvush,SN Ia
ZTF18abcxyjp,SN Ia
ZTF18abcyhju,SN IIb
ZTF18abcyilc,SN Ia
ZTF18abcysdx,SN Ia
ZTF18abcyues,SN IIP
ZTF18abdbuty,SN Ia
ZTF18abdcfgz,SN Ia
ZTF18abdcudb,SN Ia
ZTF18abddrhd,SN Ia
ZTF18abdefet,SN Ia
ZTF18abdfaqi,SN Ia
ZTF18abdfazk,SN Ia
ZTF18abdffeo,SN Ib/c
ZTF18abdfwur,SN Ia
ZTF18abdfydj,SN Ia
ZTF18abdgwxn,SN Ia
ZTF18abdhsfc,SN Ia
ZTF18abdiqdh,SN Ia
ZTF18abdiwpt,SN Ia
ZTF18abdjmfh,SN IIP
ZTF18abdkimx,SN Ia
ZTF18abdkkwa,SN Ic
ZTF18abdmlya,SN IIb
ZTF18abdnffn,SN Ia
ZTF18abdpvnd,SN Ia-03fg
ZTF18abdrbqp,SN IIP
ZTF18abdrmin,SN Ia
ZTF18abeaipj,SN Ia
ZTF18abebzog,SN Ia
ZTF18abecbks,SN Ic
ZTF18abeecwe,SN Ia
ZTF18abeegsl,SN Ia
ZTF18abespgb,SN Ia
ZTF18abesqnb,SN IIb
ZTF18abetehf,SN Ia
ZTF18abetewu,SN Ia
ZTF18abeyqpr,SN Ic
ZTF18abfbbyh,SN Ia
ZTF18abfchzq,SN Ia
ZTF18abfcsjs,SN Ia-91T
ZTF18abfdupq,SN Ia
ZTF18abfeyey,SN Ia
ZTF18abffdpa,SN Ia
ZTF18abfgygp,SN Ia
ZTF18abfhaji,SN Ia
ZTF18abfwuwn,SN Ia
ZTF18abfzhct,SN Ic
ZTF18abfzixe,SN IIP
ZTF18abgkjff,SN Ia
ZTF18abgladq,SN IIP
ZTF18abgledy,SN Ia
ZTF18abgosbg,SN Ia
ZTF18abgrbjb,SN IIb
ZTF18abgxvra,SN Ia
ZTF18abgzkmf,SN IIP
ZTF18abhgrff,SN Ia
ZTF18abhhnnv,SN Ic-BL
ZTF18abhhxcp,SN Ia
ZTF18abhpzig,SN Ia
ZTF18abhqdpv,SN Ia
ZTF18abhxhtu,Stellar variable
ZTF18abhxidv,SN Ia
ZTF18abiczpm,SN Ia
ZTF18abiinnl,SN Ia
ZTF18abiiqdl,SN IIP
ZTF18abilofa,SN Ia
ZTF18abimhfu,SN IIP
ZTF18abimsyv,SN Ia
ZTF18abixkdo,SN Ia-91bg
ZTF18abixkjh,SN Ia
ZTF18abiybfq,SN Ia
ZTF18abjdjge,SN Ia
ZTF18abjgyyr,SN Ia
ZTF18abjijwk,SN Ia
ZTF18abjkryl,SN IIP
ZTF18abjqmqt,SN Ia
ZTF18abjrbza,SN Ic
ZTF18abjrfqx,SN Ia
ZTF18abjrznx,SN Ia-91bg
ZTF18abjstcm,SN Ia
ZTF18abjtger,SN Ia
ZTF18abjvhec,SN Ia
ZTF18abjvzxx,SN Ia
ZTF18abjwahi,SN Ia
ZTF18abjyime,SN Ia
ZTF18abjyjdz,SN Ib
ZTF18abjyuoj,SN Ia
ZTF18abkhbra,SN Ia
ZTF18abkhcwl,SN Ia
ZTF18abkifng,SN Ia
ZTF18abkjnqy,SN Ic
ZTF18abklarx,SN Ic-BL
ZTF18abkmbpy,SN
ZTF18abktmfz,SN Ib
ZTF18abktphg,SN Ia
ZTF18abkudjo,SN Ia
ZTF18ablhvfr,SN Ia
ZTF18ablmflp,SN Ia
