name,file,type
ZTF18aabfxpw,ZTF18aabfxpw_alert_9.npy,Cataclysmic
ZTF18aabssth,ZTF18aabssth_alert_13.npy,SN IIP
ZTF18aabssth,ZTF18aabssth_alert_14.npy,SN IIP
ZTF18aabssth,ZTF18aabssth_alert_16.npy,SN IIP
ZTF18aabssth,ZTF18aabssth_alert_17.npy,SN IIP
ZTF18aabssth,ZTF18aabssth_alert_19.npy,SN IIP
ZTF18aabssth,ZTF18aabssth_alert_20.npy,SN IIP
ZTF18aabssth,ZTF18aabssth_alert_22.npy,SN IIP
ZTF18aabssth,ZTF18aabssth_alert_23.npy,SN IIP
ZTF18aabssth,ZTF18aabssth_alert_25.npy,SN IIP
ZTF18aabssth,ZTF18aabssth_alert_26.npy,SN IIP
ZTF18aabvpbb,ZTF18aabvpbb_alert_1.npy,Cataclysmic
ZTF18aabxlsv,ZTF18aabxlsv_alert_3.npy,SN Ib
ZTF18aabxlsv,ZTF18aabxlsv_alert_4.npy,SN Ib
ZTF18aabxlsv,ZTF18aabxlsv_alert_5.npy,SN Ib
ZTF18aadlaxo,ZTF18aadlaxo_alert_5.npy,SN Ia
ZTF18aadlaxo,ZTF18aadlaxo_alert_6.npy,SN Ia
ZTF18aadlaxo,ZTF18aadlaxo_alert_7.npy,SN Ia
ZTF18aadlaxo,ZTF18aadlaxo_alert_8.npy,SN Ia
ZTF18aadlaxo,ZTF18aadlaxo_alert_9.npy,SN Ia
ZTF18aadsuxd,ZTF18aadsuxd_alert_17.npy,SN II
ZTF18aadsuxd,ZTF18aadsuxd_alert_19.npy,SN II
ZTF18aadsuxd,ZTF18aadsuxd_alert_21.npy,SN II
ZTF18aadsuxd,ZTF18aadsuxd_alert_23.npy,SN II
ZTF18aadsuxd,ZTF18aadsuxd_alert_25.npy,SN II
ZTF18aadsuxd,ZTF18aadsuxd_alert_26.npy,SN II
ZTF18aadsuxd,ZTF18aadsuxd_alert_28.npy,SN II
ZTF18aadsuxd,ZTF18aadsuxd_alert_30.npy,SN II
ZTF18aadsuxd,ZTF18aadsuxd_alert_32.npy,SN II
ZTF18aadsuxd,ZTF18aadsuxd_alert_34.npy,SN II
ZTF18aaemivw,ZTF18aaemivw_alert_12.npy,SN Ia
ZTF18aaemivw,ZTF18aaemivw_alert_13.npy,SN Ia
ZTF18aaemivw,ZTF18aaemivw_alert_14.npy,SN Ia
ZTF18aaemivw,ZTF18aaemivw_alert_16.npy,SN Ia
ZTF18aaemivw,ZTF18aaemivw_alert_17.npy,SN Ia
ZTF18aaemivw,ZTF18aaemivw_alert_18.npy,SN Ia
ZTF18aaemivw,ZTF18aaemivw_alert_19.npy,SN Ia
ZTF18aaemivw,ZTF18aaemivw_alert_21.npy,SN Ia
ZTF18aaemivw,ZTF18aaemivw_alert_22.npy,SN Ia
ZTF18aaemivw,ZTF18aaemivw_alert_23.npy,SN Ia
ZTF18aaenfaa,ZTF18aaenfaa_alert_1.npy,AGN
ZTF18aafeiiy,ZTF18aafeiiy_alert_2.npy,AGN
ZTF18aafeiiy,ZTF18aafeiiy_alert_3.npy,AGN
ZTF18aaflcyp,ZTF18aaflcyp_alert_2.npy,AGN
ZTF18aaflcyp,ZTF18aaflcyp_alert_3.npy,AGN
ZTF18aagrkwn,ZTF18aagrkwn_alert_1.npy,AGN
ZTF18aagteoy,ZTF18aagteoy_alert_13.npy,AGN
ZTF18aagteoy,ZTF18aagteoy_alert_14.npy,AGN
ZTF18aagteoy,ZTF18aagteoy_alert_16.npy,AGN
ZTF18aagteoy,ZTF18aagteoy_alert_17.npy,AGN
ZTF18aagteoy,ZTF18aagteoy_alert_18.npy,AGN
ZTF18aagteoy,ZTF18aagteoy_alert_20.npy,AGN
ZTF18aagteoy,ZTF18aagteoy_alert_21.npy,AGN
ZTF18aagteoy,ZTF18aagteoy_alert_22.npy,AGN
ZTF18aagteoy,ZTF18aagteoy_alert_24.npy,AGN
ZTF18aagteoy,ZTF18aagteoy_alert_25.npy,AGN
ZTF18aahbiav,ZTF18aahbiav_alert_2.npy,AGN
ZTF18aahbiav,ZTF18aahbiav_alert_3.npy,AGN
ZTF18aahfjdt,ZTF18aahfjdt_alert_2.npy,AGN
ZTF18aahfjdt,ZTF18aahfjdt_alert_3.npy,AGN
ZTF18aahfjdt,ZTF18aahfjdt_alert_4.npy,AGN
ZTF18aahfohe,ZTF18aahfohe_alert_10.npy,AGN
ZTF18aahfohe,ZTF18aahfohe_alert_11.npy,AGN
ZTF18aahfohe,ZTF18aahfohe_alert_12.npy,AGN
ZTF18aahfohe,ZTF18aahfohe_alert_13.npy,AGN
ZTF18aahfohe,ZTF18aahfohe_alert_7.npy,AGN
ZTF18aahfohe,ZTF18aahfohe_alert_8.npy,AGN
ZTF18aahfohe,ZTF18aahfohe_alert_9.npy,AGN
ZTF18aahhqih,ZTF18aahhqih_alert_4.npy,SN IIP
ZTF18aahhqih,ZTF18aahhqih_alert_5.npy,SN IIP
ZTF18aahhqih,ZTF18aahhqih_alert_6.npy,SN IIP
ZTF18aahhqih,ZTF18aahhqih_alert_7.npy,SN IIP
ZTF18aahhqih,ZTF18aahhqih_alert_8.npy,SN IIP
ZTF18aahhzqn,ZTF18aahhzqn_alert_10.npy,SN Ib
ZTF18aahhzqn,ZTF18aahhzqn_alert_11.npy,SN Ib
ZTF18aahhzqn,ZTF18aahhzqn_alert_12.npy,SN Ib
ZTF18aahhzqn,ZTF18aahhzqn_alert_13.npy,SN Ib
ZTF18aahhzqn,ZTF18aahhzqn_alert_14.npy,SN Ib
ZTF18aahhzqn,ZTF18aahhzqn_alert_15.npy,SN Ib
ZTF18aahhzqn,ZTF18aahhzqn_alert_16.npy,SN Ib
ZTF18aahhzqn,ZTF18aahhzqn_alert_17.npy,SN Ib
ZTF18aahhzqn,ZTF18aahhzqn_alert_18.npy,SN Ib
ZTF18aahhzqn,ZTF18aahhzqn_alert_9.npy,SN Ib
ZTF18aahijwe,ZTF18aahijwe_alert_10.npy,AGN
ZTF18aahijwe,ZTF18aahijwe_alert_11.npy,AGN
ZTF18aahijwe,ZTF18aahijwe_alert_12.npy,AGN
ZTF18aahijwe,ZTF18aahijwe_alert_13.npy,AGN
ZTF18aahijwe,ZTF18aahijwe_alert_14.npy,AGN
ZTF18aahijwe,ZTF18aahijwe_alert_15.npy,AGN
ZTF18aahijwe,ZTF18aahijwe_alert_16.npy,AGN
ZTF18aahijwe,ZTF18aahijwe_alert_17.npy,AGN
ZTF18aahijwe,ZTF18aahijwe_alert_9.npy,AGN
ZTF18aahmhxu,ZTF18aahmhxu_alert_10.npy,SN II
ZTF18aahmhxu,ZTF18aahmhxu_alert_11.npy,SN II
ZTF18aahmhxu,ZTF18aahmhxu_alert_6.npy,SN II
ZTF18aahmhxu,ZTF18aahmhxu_alert_7.npy,SN II
ZTF18aahmhxu,ZTF18aahmhxu_alert_8.npy,SN II
ZTF18aahmhxu,ZTF18aahmhxu_alert_9.npy,SN II
ZTF18aahpbal,ZTF18aahpbal_alert_2.npy,AGN
ZTF18aahpbal,ZTF18aahpbal_alert_3.npy,AGN
ZTF18aahpbal,ZTF18aahpbal_alert_4.npy,AGN
ZTF18aahpbwz,ZTF18aahpbwz_alert_2.npy,SN Ib
ZTF18aahpbwz,ZTF18aahpbwz_alert_3.npy,SN Ib
ZTF18aahpbwz,ZTF18aahpbwz_alert_4.npy,SN Ib
ZTF18aahqkbt,ZTF18aahqkbt_alert_2.npy,Tidal Disruption Event
ZTF18aahqkbt,ZTF18aahqkbt_alert_3.npy,Tidal Disruption Event
ZTF18aailsee,ZTF18aailsee_alert_2.npy,AGN
ZTF18aailsee,ZTF18aailsee_alert_3.npy,AGN
ZTF18aajnqmp,ZTF18aajnqmp_alert_2.npy,AGN
ZTF18aajnqmp,ZTF18aajnqmp_alert_3.npy,AGN
ZTF18aajrwju,ZTF18aajrwju_alert_2.npy,AGN
ZTF18aajrwju,ZTF18aajrwju_alert_3.npy,AGN
ZTF18aajrwju,ZTF18aajrwju_alert_4.npy,AGN
ZTF18aakpnyt,ZTF18aakpnyt_alert_2.npy,AGN
ZTF18aakpnyt,ZTF18aakpnyt_alert_3.npy,AGN
ZTF18aamftst,ZTF18aamftst_alert_1.npy,SN IIn
ZTF18aamxzjx,ZTF18aamxzjx_alert_1.npy,AGN
ZTF18aamxzjx,ZTF18aamxzjx_alert_2.npy,AGN
ZTF18aaovbiy,ZTF18aaovbiy_alert_1.npy,SN Ia
ZTF18aaqduja,ZTF18aaqduja_alert_4.npy,AGN
ZTF18aaqduja,ZTF18aaqduja_alert_5.npy,AGN
ZTF18aaqduja,ZTF18aaqduja_alert_6.npy,AGN
ZTF18aaqduja,ZTF18aaqduja_alert_7.npy,AGN
ZTF18aaqfqaa,ZTF18aaqfqaa_alert_10.npy,SN IIP
ZTF18aaqfqaa,ZTF18aaqfqaa_alert_11.npy,SN IIP
ZTF18aaqfqaa,ZTF18aaqfqaa_alert_12.npy,SN IIP
ZTF18aaqfqaa,ZTF18aaqfqaa_alert_13.npy,SN IIP
ZTF18aaqfqaa,ZTF18aaqfqaa_alert_14.npy,SN IIP
ZTF18aaqfqaa,ZTF18aaqfqaa_alert_16.npy,SN IIP
ZTF18aaqfqaa,ZTF18aaqfqaa_alert_17.npy,SN IIP
ZTF18aaqfqaa,ZTF18aaqfqaa_alert_18.npy,SN IIP
ZTF18aaqfqaa,ZTF18aaqfqaa_alert_19.npy,SN IIP
ZTF18aaqfqaa,ZTF18aaqfqaa_alert_20.npy,SN IIP
ZTF18aaqgpsw,ZTF18aaqgpsw_alert_1.npy,AGN
ZTF18aaqikyu,ZTF18aaqikyu_alert_1.npy,Cataclysmic
ZTF18aaqkdwu,ZTF18aaqkdwu_alert_1.npy,SN IIP
ZTF18aaqkdwu,ZTF18aaqkdwu_alert_2.npy,SN IIP
ZTF18aaqznkg,ZTF18aaqznkg_alert_10.npy,Cataclysmic
ZTF18aaqznkg,ZTF18aaqznkg_alert_11.npy,Cataclysmic
ZTF18aaqznkg,ZTF18aaqznkg_alert_12.npy,Cataclysmic
ZTF18aaqznkg,ZTF18aaqznkg_alert_13.npy,Cataclysmic
ZTF18aaqznkg,ZTF18aaqznkg_alert_14.npy,Cataclysmic
ZTF18aaqznkg,ZTF18aaqznkg_alert_15.npy,Cataclysmic
ZTF18aaqznkg,ZTF18aaqznkg_alert_16.npy,Cataclysmic
ZTF18aaqznkg,ZTF18aaqznkg_alert_17.npy,Cataclysmic
ZTF18aaqznkg,ZTF18aaqznkg_alert_9.npy,Cataclysmic
ZTF18aaraifg,ZTF18aaraifg_alert_4.npy,Cataclysmic
ZTF18aaraifg,ZTF18aaraifg_alert_5.npy,Cataclysmic
ZTF18aaraifg,ZTF18aaraifg_alert_6.npy,Cataclysmic
ZTF18aaraifg,ZTF18aaraifg_alert_7.npy,Cataclysmic
ZTF18aarasof,ZTF18aarasof_alert_10.npy,SN IIn
ZTF18aarasof,ZTF18aarasof_alert_5.npy,SN IIn
ZTF18aarasof,ZTF18aarasof_alert_6.npy,SN IIn
ZTF18aarasof,ZTF18aarasof_alert_7.npy,SN IIn
ZTF18aarasof,ZTF18aarasof_alert_8.npy,SN IIn
ZTF18aarasof,ZTF18aarasof_alert_9.npy,SN IIn
ZTF18aarlukc,ZTF18aarlukc_alert_1.npy,SN Ia
ZTF18aarlukc,ZTF18aarlukc_alert_2.npy,SN Ia
ZTF18aaseyca,ZTF18aaseyca_alert_10.npy,AGN
ZTF18aaseyca,ZTF18aaseyca_alert_5.npy,AGN
ZTF18aaseyca,ZTF18aaseyca_alert_6.npy,AGN
ZTF18aaseyca,ZTF18aaseyca_alert_7.npy,AGN
ZTF18aaseyca,ZTF18aaseyca_alert_8.npy,AGN
ZTF18aaseyca,ZTF18aaseyca_alert_9.npy,AGN
ZTF18aaslhxt,ZTF18aaslhxt_alert_24.npy,SN Ia
ZTF18aaslhxt,ZTF18aaslhxt_alert_27.npy,SN Ia
ZTF18aaslhxt,ZTF18aaslhxt_alert_29.npy,SN Ia
ZTF18aaslhxt,ZTF18aaslhxt_alert_32.npy,SN Ia
ZTF18aaslhxt,ZTF18aaslhxt_alert_34.npy,SN Ia
ZTF18aaslhxt,ZTF18aaslhxt_alert_37.npy,SN Ia
ZTF18aaslhxt,ZTF18aaslhxt_alert_39.npy,SN Ia
ZTF18aaslhxt,ZTF18aaslhxt_alert_42.npy,SN Ia
ZTF18aaslhxt,ZTF18aaslhxt_alert_44.npy,SN Ia
ZTF18aaslhxt,ZTF18aaslhxt_alert_47.npy,SN Ia
ZTF18aasycpd,ZTF18aasycpd_alert_1.npy,SN IIb
ZTF18aasycpd,ZTF18aasycpd_alert_2.npy,SN IIb
ZTF18aatjlhe,ZTF18aatjlhe_alert_1.npy,SN IIP
ZTF18aatxsvu,ZTF18aatxsvu_alert_1.npy,AGN
ZTF18aatxsvu,ZTF18aatxsvu_alert_2.npy,AGN
ZTF18aauanao,ZTF18aauanao_alert_10.npy,AGN
ZTF18aauanao,ZTF18aauanao_alert_11.npy,AGN
ZTF18aauanao,ZTF18aauanao_alert_12.npy,AGN
ZTF18aauanao,ZTF18aauanao_alert_13.npy,AGN
ZTF18aauanao,ZTF18aauanao_alert_14.npy,AGN
ZTF18aauanao,ZTF18aauanao_alert_15.npy,AGN
ZTF18aauanao,ZTF18aauanao_alert_16.npy,AGN
ZTF18aauanao,ZTF18aauanao_alert_17.npy,AGN
ZTF18aauanao,ZTF18aauanao_alert_18.npy,AGN
ZTF18aauanao,ZTF18aauanao_alert_19.npy,AGN
ZTF18aauenwu,ZTF18aauenwu_alert_3.npy,SN IIn
ZTF18aauenwu,ZTF18aauenwu_alert_4.npy,SN IIn
ZTF18aauenwu,ZTF18aauenwu_alert_5.npy,SN IIn
ZTF18aauenwu,ZTF18aauenwu_alert_6.npy,SN IIn
ZTF18aaumvgk,ZTF18aaumvgk_alert_10.npy,Cataclysmic
ZTF18aaumvgk,ZTF18aaumvgk_alert_11.npy,Cataclysmic
ZTF18aaumvgk,ZTF18aaumvgk_alert_6.npy,Cataclysmic
ZTF18aaumvgk,ZTF18aaumvgk_alert_7.npy,Cataclysmic
ZTF18aaumvgk,ZTF18aaumvgk_alert_8.npy,Cataclysmic
ZTF18aaumvgk,ZTF18aaumvgk_alert_9.npy,Cataclysmic
ZTF18aauworo,ZTF18aauworo_alert_1.npy,SN Ia
ZTF18aauworo,ZTF18aauworo_alert_2.npy,SN Ia
ZTF18aauxzle,ZTF18aauxzle_alert_4.npy,SN IIP
ZTF18aauxzle,ZTF18aauxzle_alert_5.npy,SN IIP
ZTF18aauxzle,ZTF18aauxzle_alert_6.npy,SN IIP
ZTF18aauxzle,ZTF18aauxzle_alert_7.npy,SN IIP
ZTF18aauxzle,ZTF18aauxzle_alert_8.npy,SN IIP
ZTF18aavohdq,ZTF18aavohdq_alert_1.npy,AGN
ZTF18aavoyoq,ZTF18aavoyoq_alert_10.npy,Cataclysmic
ZTF18aavoyoq,ZTF18aavoyoq_alert_11.npy,Cataclysmic
ZTF18aavoyoq,ZTF18aavoyoq_alert_12.npy,Cataclysmic
ZTF18aavoyoq,ZTF18aavoyoq_alert_13.npy,Cataclysmic
ZTF18aavoyoq,ZTF18aavoyoq_alert_14.npy,Cataclysmic
ZTF18aavoyoq,ZTF18aavoyoq_alert_7.npy,Cataclysmic
ZTF18aavoyoq,ZTF18aavoyoq_alert_8.npy,Cataclysmic
ZTF18aavoyoq,ZTF18aavoyoq_alert_9.npy,Cataclysmic
ZTF18aavrjtq,ZTF18aavrjtq_alert_1.npy,AGN
ZTF18aavskep,ZTF18aavskep_alert_1.npy,SN IIn
ZTF18aawmeiw,ZTF18aawmeiw_alert_20.npy,SN Ia
ZTF18aawmeiw,ZTF18aawmeiw_alert_22.npy,SN Ia
ZTF18aawmeiw,ZTF18aawmeiw_alert_24.npy,SN Ia
ZTF18aawmeiw,ZTF18aawmeiw_alert_27.npy,SN Ia
ZTF18aawmeiw,ZTF18aawmeiw_alert_29.npy,SN Ia
ZTF18aawmeiw,ZTF18aawmeiw_alert_31.npy,SN Ia
ZTF18aawmeiw,ZTF18aawmeiw_alert_33.npy,SN Ia
ZTF18aawmeiw,ZTF18aawmeiw_alert_36.npy,SN Ia
ZTF18aawmeiw,ZTF18aawmeiw_alert_38.npy,SN Ia
ZTF18aawmeiw,ZTF18aawmeiw_alert_40.npy,SN Ia
ZTF18aawrmhl,ZTF18aawrmhl_alert_4.npy,Cataclysmic
ZTF18aawrmhl,ZTF18aawrmhl_alert_5.npy,Cataclysmic
ZTF18aawrmhl,ZTF18aawrmhl_alert_6.npy,Cataclysmic
ZTF18aawrmhl,ZTF18aawrmhl_alert_7.npy,Cataclysmic
ZTF18aaxavsk,ZTF18aaxavsk_alert_10.npy,SN Ia
ZTF18aaxavsk,ZTF18aaxavsk_alert_5.npy,SN Ia
ZTF18aaxavsk,ZTF18aaxavsk_alert_6.npy,SN Ia
ZTF18aaxavsk,ZTF18aaxavsk_alert_7.npy,SN Ia
ZTF18aaxavsk,ZTF18aaxavsk_alert_8.npy,SN Ia
ZTF18aaxavsk,ZTF18aaxavsk_alert_9.npy,SN Ia
ZTF18aaxiuyp,ZTF18aaxiuyp_alert_25.npy,SN Ic
ZTF18aaxiuyp,ZTF18aaxiuyp_alert_28.npy,SN Ic
ZTF18aaxiuyp,ZTF18aaxiuyp_alert_31.npy,SN Ic
ZTF18aaxiuyp,ZTF18aaxiuyp_alert_33.npy,SN Ic
ZTF18aaxiuyp,ZTF18aaxiuyp_alert_36.npy,SN Ic
ZTF18aaxiuyp,ZTF18aaxiuyp_alert_39.npy,SN Ic
ZTF18aaxiuyp,ZTF18aaxiuyp_alert_42.npy,SN Ic
ZTF18aaxiuyp,ZTF18aaxiuyp_alert_44.npy,SN Ic
ZTF18aaxiuyp,ZTF18aaxiuyp_alert_47.npy,SN Ic
ZTF18aaxiuyp,ZTF18aaxiuyp_alert_50.npy,SN Ic
ZTF18aaxjuwy,ZTF18aaxjuwy_alert_3.npy,SN IIn
ZTF18aaxjuwy,ZTF18aaxjuwy_alert_4.npy,SN IIn
ZTF18aaxjuwy,ZTF18aaxjuwy_alert_5.npy,SN IIn
ZTF18aaxkqgy,ZTF18aaxkqgy_alert_17.npy,SN IIP
ZTF18aaxkqgy,ZTF18aaxkqgy_alert_19.npy,SN IIP
ZTF18aaxkqgy,ZTF18aaxkqgy_alert_21.npy,SN IIP
ZTF18aaxkqgy,ZTF18aaxkqgy_alert_23.npy,SN IIP
ZTF18aaxkqgy,ZTF18aaxkqgy_alert_25.npy,SN IIP
ZTF18aaxkqgy,ZTF18aaxkqgy_alert_26.npy,SN IIP
ZTF18aaxkqgy,ZTF18aaxkqgy_alert_28.npy,SN IIP
ZTF18aaxkqgy,ZTF18aaxkqgy_alert_30.npy,SN IIP
ZTF18aaxkqgy,ZTF18aaxkqgy_alert_32.npy,SN IIP
ZTF18aaxkqgy,ZTF18aaxkqgy_alert_34.npy,SN IIP
ZTF18aaxmhvk,ZTF18aaxmhvk_alert_24.npy,SN Ic
ZTF18aaxmhvk,ZTF18aaxmhvk_alert_27.npy,SN Ic
ZTF18aaxmhvk,ZTF18aaxmhvk_alert_29.npy,SN Ic
ZTF18aaxmhvk,ZTF18aaxmhvk_alert_32.npy,SN Ic
ZTF18aaxmhvk,ZTF18aaxmhvk_alert_35.npy,SN Ic
ZTF18aaxmhvk,ZTF18aaxmhvk_alert_37.npy,SN Ic
ZTF18aaxmhvk,ZTF18aaxmhvk_alert_40.npy,SN Ic
ZTF18aaxmhvk,ZTF18aaxmhvk_alert_43.npy,SN Ic
ZTF18aaxmhvk,ZTF18aaxmhvk_alert_45.npy,SN Ic
ZTF18aaxmhvk,ZTF18aaxmhvk_alert_48.npy,SN Ic
ZTF18aaxmixe,ZTF18aaxmixe_alert_2.npy,SN Ia
ZTF18aaxmixe,ZTF18aaxmixe_alert_3.npy,SN Ia
ZTF18aaxnqjb,ZTF18aaxnqjb_alert_1.npy,SN IIP
ZTF18aaxnqjb,ZTF18aaxnqjb_alert_2.npy,SN IIP
ZTF18aaxryfw,ZTF18aaxryfw_alert_24.npy,AGN
ZTF18aaxryfw,ZTF18aaxryfw_alert_27.npy,AGN
ZTF18aaxryfw,ZTF18aaxryfw_alert_29.npy,AGN
ZTF18aaxryfw,ZTF18aaxryfw_alert_32.npy,AGN
ZTF18aaxryfw,ZTF18aaxryfw_alert_35.npy,AGN
ZTF18aaxryfw,ZTF18aaxryfw_alert_37.npy,AGN
ZTF18aaxryfw,ZTF18aaxryfw_alert_40.npy,AGN
ZTF18aaxryfw,ZTF18aaxryfw_alert_43.npy,AGN
ZTF18aaxryfw,ZTF18aaxryfw_alert_45.npy,AGN
ZTF18aaxryfw,ZTF18aaxryfw_alert_48.npy,AGN
ZTF18aaxuzxa,ZTF18aaxuzxa_alert_5.npy,Cataclysmic
ZTF18aaxuzxa,ZTF18aaxuzxa_alert_6.npy,Cataclysmic
ZTF18aaxuzxa,ZTF18aaxuzxa_alert_7.npy,Cataclysmic
ZTF18aaxuzxa,ZTF18aaxuzxa_alert_8.npy,Cataclysmic
ZTF18aaxuzxa,ZTF18aaxuzxa_alert_9.npy,Cataclysmic
ZTF18aaxxewy,ZTF18aaxxewy_alert_3.npy,SN Ia
ZTF18aaxxewy,ZTF18aaxxewy_alert_4.npy,SN Ia
ZTF18aaxxewy,ZTF18aaxxewy_alert_5.npy,SN Ia
ZTF18aaxxewy,ZTF18aaxxewy_alert_6.npy,SN Ia
ZTF18aaxxfgs,ZTF18aaxxfgs_alert_1.npy,SN IIn
ZTF18aaxxfgs,ZTF18aaxxfgs_alert_2.npy,SN IIn
ZTF18aaxxyhp,ZTF18aaxxyhp_alert_13.npy,AGN
ZTF18aaxxyhp,ZTF18aaxxyhp_alert_14.npy,AGN
ZTF18aaxxyhp,ZTF18aaxxyhp_alert_16.npy,AGN
ZTF18aaxxyhp,ZTF18aaxxyhp_alert_17.npy,AGN
ZTF18aaxxyhp,ZTF18aaxxyhp_alert_19.npy,AGN
ZTF18aaxxyhp,ZTF18aaxxyhp_alert_20.npy,AGN
ZTF18aaxxyhp,ZTF18aaxxyhp_alert_22.npy,AGN
ZTF18aaxxyhp,ZTF18aaxxyhp_alert_23.npy,AGN
ZTF18aaxxyhp,ZTF18aaxxyhp_alert_25.npy,AGN
ZTF18aaxxyhp,ZTF18aaxxyhp_alert_26.npy,AGN
ZTF18aaxzpyh,ZTF18aaxzpyh_alert_1.npy,AGN
ZTF18aaybtnt,ZTF18aaybtnt_alert_3.npy,Cataclysmic
ZTF18aaybtnt,ZTF18aaybtnt_alert_4.npy,Cataclysmic
ZTF18aaybtnt,ZTF18aaybtnt_alert_5.npy,Cataclysmic
ZTF18aaydbyc,ZTF18aaydbyc_alert_10.npy,Cataclysmic
ZTF18aaydbyc,ZTF18aaydbyc_alert_11.npy,Cataclysmic
ZTF18aaydbyc,ZTF18aaydbyc_alert_12.npy,Cataclysmic
ZTF18aaydbyc,ZTF18aaydbyc_alert_13.npy,Cataclysmic
ZTF18aaydbyc,ZTF18aaydbyc_alert_14.npy,Cataclysmic
ZTF18aaydbyc,ZTF18aaydbyc_alert_15.npy,Cataclysmic
ZTF18aaydbyc,ZTF18aaydbyc_alert_8.npy,Cataclysmic
ZTF18aaydbyc,ZTF18aaydbyc_alert_9.npy,Cataclysmic
ZTF18aaydtzf,ZTF18aaydtzf_alert_24.npy,AGN
ZTF18aaydtzf,ZTF18aaydtzf_alert_27.npy,AGN
ZTF18aaydtzf,ZTF18aaydtzf_alert_29.npy,AGN
ZTF18aaydtzf,ZTF18aaydtzf_alert_32.npy,AGN
ZTF18aaydtzf,ZTF18aaydtzf_alert_34.npy,AGN
ZTF18aaydtzf,ZTF18aaydtzf_alert_37.npy,AGN
ZTF18aaydtzf,ZTF18aaydtzf_alert_39.npy,AGN
ZTF18aaydtzf,ZTF18aaydtzf_alert_42.npy,AGN
ZTF18aaydtzf,ZTF18aaydtzf_alert_44.npy,AGN
ZTF18aaydtzf,ZTF18aaydtzf_alert_47.npy,AGN
ZTF18aaygwqd,ZTF18aaygwqd_alert_3.npy,SN Ib
ZTF18aaygwqd,ZTF18aaygwqd_alert_4.npy,SN Ib
ZTF18aaygwqd,ZTF18aaygwqd_alert_5.npy,SN Ib
ZTF18aaygwqd,ZTF18aaygwqd_alert_6.npy,SN Ib
ZTF18aayjvve,ZTF18aayjvve_alert_21.npy,SN Ia
ZTF18aayjvve,ZTF18aayjvve_alert_23.npy,SN Ia
ZTF18aayjvve,ZTF18aayjvve_alert_26.npy,SN Ia
ZTF18aayjvve,ZTF18aayjvve_alert_28.npy,SN Ia
ZTF18aayjvve,ZTF18aayjvve_alert_30.npy,SN Ia
ZTF18aayjvve,ZTF18aayjvve_alert_33.npy,SN Ia
